Mode,Month,State,Load Port,Species,End Use,Country, Quantity ,Year
Air,Oct,SA,Adelaide,Goats,Slaughter,Malaysia, 132 ,2016
Sea,Oct,WA,Geraldton,Cattle,Feeder,Vietnam," 2,267 ",2016
Air,Oct,WA,Perth,Sheep,Breeder,Malaysia, 135 ,2016
Air,Oct,SA,Adelaide,Goats,Slaughter,Malaysia, 99 ,2016
Air,Oct,SA,Adelaide,Sheep,Slaughter,Malaysia, 27 ,2016
Air,Oct,WA,Perth,Sheep,Breeder,Malaysia, 136 ,2016
Air,Oct,SA,Adelaide,Goats,Slaughter,Malaysia," 1,698 ",2016
Air,Oct,SA,Adelaide,Sheep,Slaughter,Malaysia, 590 ,2016
Sea,Oct,WA,Broome,Cattle,Slaughter,Vietnam," 2,562 ",2016
Sea,Oct,NT,Darwin,Cattle,Feeder,Indonesia," 3,152 ",2016
Air,Oct,VIC,Melbourne,Cattle,Breeder,Taiwan, 204 ,2016
Air,Oct,WA,Perth,Sheep,Breeder,Malaysia, 138 ,2016
Air,Oct,SA,Adelaide,Sheep,Slaughter,Malaysia, 108 ,2016
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia, 140 ,2016
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia, 146 ,2016
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia, 146 ,2016
Air,Oct,NSW,Sydney,Goats,Slaughter,Malaysia, 976 ,2016
Sea,Oct,QLD,Brisbane,Cattle,Feeder,Japan, 90 ,2016
Sea,Oct,QLD,Brisbane,Cattle,Feeder,Japan, 870 ,2016
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia, 152 ,2016
Sea,Oct,WA,Fremantle,Sheep,Slaughter,Kuwait," 25,963 ",2016
Sea,Oct,WA,Fremantle,Cattle,Slaughter,Kuwait, 25 ,2016
Sea,Oct,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 8,000 ",2016
Sea,Oct,WA,Fremantle,Cattle,Slaughter,Qatar, 200 ,2016
Sea,Oct,WA,Fremantle,Sheep,Slaughter,Qatar," 36,000 ",2016
Air,Oct,SA,Adelaide,Goats,Slaughter,Malaysia, 132 ,2016
Sea,Oct,WA,Broome,Cattle,Feeder,Indonesia," 2,726 ",2016
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia, 192 ,2016
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia, 160 ,2016
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia, 160 ,2016
Sea,Oct,NT,Darwin,Cattle,Feeder,Indonesia," 3,887 ",2016
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia, 160 ,2016
Air,Oct,VIC,Melbourne,Cattle,Breeder,Indonesia, 200 ,2016
Sea,Oct,QLD,Karumba,Cattle,Slaughter,Brunei Darussalam, 698 ,2016
Sea,Oct,QLD,Karumba,Cattle,Breeder,Malaysia, 796 ,2016
Sea,Oct,NT,Darwin,Cattle,Feeder,Indonesia," 2,032 ",2016
Sea,Oct,VIC,Portland,Cattle,Breeder,China," 4,000 ",2016
Sea,Oct,QLD,Townsville,Cattle,Feeder,Indonesia," 3,679 ",2016
Sea,Oct,NT,Darwin,Cattle,Feeder,Indonesia," 3,002 ",2016
Sea,Oct,WA,Fremantle,Cattle,Feeder,Turkey," 15,366 ",2016
Air,Oct,SA,Adelaide,Goats,Slaughter,Malaysia, 171 ,2016
Air,Nov,VIC,Melbourne,Sheep,Breeder,China," 1,474 ",2016
Air,Nov,SA,Adelaide,Goats,Slaughter,Malaysia, 343 ,2016
Air,Nov,SA,Adelaide,Sheep,Slaughter,Malaysia, 585 ,2016
Air,Nov,SA,Adelaide,Cattle,Slaughter,Malaysia, 20 ,2016
Air,Nov,SA,Adelaide,Camels,Breeder,Malaysia, 13 ,2016
Air,Nov,VIC,Melbourne,Sheep,Breeder,Malaysia, 150 ,2016
Air,Nov,SA,Adelaide,Sheep,Slaughter,Malaysia, 152 ,2016
Air,Nov,VIC,Melbourne,Goats,Breeder,United Arab Emirates, 166 ,2016
Air,Nov,VIC,Melbourne,Cattle,Breeder,United Arab Emirates, 68 ,2016
Air,Nov,VIC,Melbourne,Sheep,Breeder,Malaysia, 142 ,2016
Air,Nov,WA,Perth,Sheep,Slaughter,Malaysia, 102 ,2016
Air,Nov,WA,Perth,Goats,Slaughter,Malaysia, 64 ,2016
Air,Nov,VIC,Melbourne,Sheep,Breeder,Malaysia, 153 ,2016
Air,Nov,NSW,Sydney,Cattle,Breeder,Malaysia, 40 ,2016
Air,Nov,SA,Adelaide,Goats,Slaughter,Malaysia, 148 ,2016
Sea,Nov,WA,Geraldton,Cattle,Slaughter,Malaysia," 2,419 ",2016
Air,Nov,VIC,Melbourne,Alpacas,Breeder,New Zealand, 28 ,2016
Sea,Nov,NT,Darwin,Buffalo,Slaughter,Malaysia, 372 ,2016
Sea,Nov,NT,Darwin,Cattle,Slaughter,Malaysia," 1,105 ",2016
Sea,Nov,NT,Darwin,Cattle,Productive,Indonesia," 1,302 ",2016
Air,Nov,VIC,Melbourne,Sheep,Breeder,Malaysia, 149 ,2016
Sea,Nov,WA,Fremantle,Cattle,Productive,Indonesia, 585 ,2016
Sea,Nov,WA,Fremantle,Cattle,Feeder,Indonesia," 6,168 ",2016
Air,Nov,WA,Perth,Sheep,Breeder,Malaysia, 123 ,2016
Air,Nov,WA,Perth,Sheep,Slaughter,Malaysia, 157 ,2016
Air,Nov,VIC,Melbourne,Sheep,Breeder,Malaysia, 162 ,2016
Sea,Nov,WA,Broome,Cattle,Feeder,Indonesia," 2,864 ",2016
Air,Nov,VIC,Melbourne,Cattle,Breeder,Indonesia, 200 ,2016
Air,Nov,WA,Perth,Sheep,Breeder,Malaysia, 141 ,2016
Air,Nov,SA,Adelaide,Goats,Slaughter,Malaysia, 126 ,2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia," 3,167 ",2016
Air,Nov,VIC,Melbourne,Cattle,Breeder,Taiwan, 204 ,2016
Air,Nov,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2016
Sea,Nov,WA,Fremantle,Sheep,Slaughter,Qatar," 35,000 ",2016
Sea,Nov,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 4,000 ",2016
Sea,Nov,WA,Fremantle,Sheep,Slaughter,Kuwait," 36,377 ",2016
Sea,Nov,WA,Fremantle,Sheep,Slaughter,Kuwait," 4,244 ",2016
Air,Nov,SA,Adelaide,Goats,Slaughter,Malaysia, 144 ,2016
Air,Nov,NSW,Sydney,Cattle,Breeder,Malaysia, 128 ,2016
Air,Nov,WA,Perth,Sheep,Breeder,Malaysia, 149 ,2016
Air,Nov,SA,Adelaide,Goats,Slaughter,Malaysia, 131 ,2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia, 732 ,2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia," 2,930 ",2016
Sea,Nov,WA,Fremantle,Cattle,Slaughter,Vietnam," 3,812 ",2016
Sea,Nov,WA,Fremantle,Cattle,Feeder,Indonesia," 10,431 ",2016
Air,Nov,WA,Perth,Sheep,Breeder,Malaysia, 198 ,2016
Air,Nov,WA,Perth,Sheep,Slaughter,Malaysia, 152 ,2016
Sea,Nov,QLD,Townsville,Cattle,Feeder,Indonesia," 3,683 ",2016
Air,Nov,SA,Adelaide,Goats,Slaughter,Malaysia, 36 ,2016
Air,Nov,SA,Adelaide,Sheep,Slaughter,Malaysia, 78 ,2016
Air,Nov,WA,Perth,Sheep,Breeder,Malaysia, 150 ,2016
Air,Nov,WA,Perth,Sheep,Slaughter,Malaysia, 140 ,2016
Sea,Nov,NT,Darwin,Cattle,Productive,Indonesia," 1,564 ",2016
Sea,Nov,WA,Fremantle,Cattle,Feeder,Turkey," 6,330 ",2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia, 447 ,2016
Sea,Nov,WA,Fremantle,Cattle,Feeder,Indonesia," 6,059 ",2016
Sea,Nov,WA,Fremantle,Cattle,Feeder,Indonesia," 1,189 ",2016
Air,Nov,VIC,Melbourne,Goats,Breeder,Vietnam, 48 ,2016
Sea,Nov,NT,Darwin,Buffalo,Slaughter,Vietnam, 300 ,2016
Sea,Nov,NT,Darwin,Cattle,Slaughter,Vietnam," 1,294 ",2016
Air,Nov,NSW,Sydney,Cattle,Breeder,Malaysia, 138 ,2016
Air,Nov,NSW,Sydney,Goats,Breeder,Malaysia, 50 ,2016
Air,Nov,SA,Adelaide,Sheep,Slaughter,Malaysia, 103 ,2016
Sea,Nov,WA,Geraldton,Cattle,Feeder,Vietnam," 2,454 ",2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia," 1,729 ",2016
Sea,Nov,NT,Darwin,Cattle,Slaughter,Vietnam, 350 ,2016
Air,Nov,SA,Adelaide,Sheep,Slaughter,Malaysia, 150 ,2016
Air,Nov,SA,Adelaide,Sheep,Slaughter,Malaysia, 200 ,2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia," 2,566 ",2016
Air,Nov,NSW,Sydney,Cattle,Breeder,Malaysia, 60 ,2016
Air,Nov,VIC,Melbourne,Cattle,Breeder,China, 221 ,2016
Air,Nov,WA,Perth,Sheep,Slaughter,Malaysia, 155 ,2016
Sea,Nov,QLD,Karumba,Cattle,Feeder,Indonesia," 1,871 ",2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia," 6,912 ",2016
Air,Nov,SA,Adelaide,Sheep,Slaughter,Malaysia, 90 ,2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia," 3,050 ",2016
Air,Nov,VIC,Melbourne,Sheep,Breeder,New Zealand, 4 ,2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia," 2,794 ",2016
Air,Nov,WA,Perth,Sheep,Slaughter,Malaysia, 144 ,2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia," 2,739 ",2016
Air,Nov,SA,Adelaide,Goats,Slaughter,Malaysia, 151 ,2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia, 460 ,2016
Sea,Nov,NT,Darwin,Cattle,Productive,Indonesia, 262 ,2016
Air,Nov,NSW,Sydney,Goats,Breeder,Malaysia, 122 ,2016
Air,Nov,NSW,Sydney,Sheep,Breeder,Malaysia, 10 ,2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia, 394 ,2016
Air,Nov,SA,Adelaide,Sheep,Slaughter,Malaysia, 63 ,2016
Air,Nov,WA,Perth,Sheep,Slaughter,Malaysia, 162 ,2016
Air,Nov,VIC,Melbourne,Goats,Breeder,Sabah," 1,856 ",2016
Air,Nov,SA,Adelaide,Sheep,Slaughter,Malaysia, 114 ,2016
Air,Nov,NSW,Sydney,Goats,Slaughter,Malaysia, 592 ,2016
Air,Nov,NSW,Sydney,Sheep,Slaughter,Malaysia, 104 ,2016
Sea,Nov,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 6,000 ",2016
Sea,Nov,WA,Fremantle,Sheep,Slaughter,Oman," 5,000 ",2016
Sea,Nov,WA,Fremantle,Sheep,Slaughter,Qatar," 30,000 ",2016
Sea,Nov,WA,Fremantle,Cattle,Slaughter,Qatar, 150 ,2016
Sea,Nov,WA,Fremantle,Cattle,Slaughter,Kuwait, 25 ,2016
Sea,Nov,WA,Fremantle,Sheep,Slaughter,Kuwait," 26,561 ",2016
Sea,Nov,WA,Fremantle,Sheep,Slaughter,Kuwait," 4,260 ",2016
Air,Nov,VIC,Melbourne,Cattle,Breeder,Taiwan, 182 ,2016
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia," 3,103 ",2016
Air,Nov,SA,Adelaide,Sheep,Slaughter,Malaysia, 88 ,2016
Air,Nov,WA,Perth,Goats,Slaughter,Malaysia, 73 ,2016
Air,Nov,WA,Perth,Sheep,Slaughter,Malaysia, 96 ,2016
Sea,Nov,SA,Port Adelaide,Cattle,Feeder,Turkey," 3,420 ",2016
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia, 152 ,2016
Sea,Dec,WA,Fremantle,Cattle,Breeder,China," 1,151 ",2016
Sea,Dec,QLD,Townsville,Cattle,Feeder,Indonesia," 1,400 ",2016
Air,Dec,VIC,Melbourne,Alpacas,Breeder,New Zealand, 62 ,2016
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia, 160 ,2016
Air,Dec,SA,Adelaide,Sheep,Slaughter,Malaysia, 143 ,2016
Sea,Dec,QLD,Townsville,Cattle,Feeder,Indonesia," 1,454 ",2016
Sea,Dec,QLD,Townsville,Cattle,Feeder,Indonesia, 863 ,2016
Sea,Dec,NT,Darwin,Cattle,Feeder,Indonesia," 2,998 ",2016
Sea,Dec,VIC,Portland,Cattle,Breeder,China," 4,193 ",2016
Air,Dec,VIC,Melbourne,Cattle,Breeder,Indonesia, 200 ,2016
Sea,Dec,WA,Fremantle,Cattle,Feeder,Turkey," 9,097 ",2016
Air,Dec,VIC,Melbourne,Cattle,Breeder,Taiwan, 184 ,2016
Air,Dec,SA,Adelaide,Goats,Slaughter,Malaysia, 103 ,2016
Air,Dec,SA,Adelaide,Sheep,Slaughter,Malaysia," 1,034 ",2016
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia, 144 ,2016
Sea,Dec,WA,Fremantle,Cattle,Feeder,Israel," 7,029 ",2016
Air,Dec,NSW,Sydney,Sheep,Breeder,Argentina, 8 ,2016
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia, 138 ,2016
Sea,Dec,VIC,Portland,Cattle,Breeder,China," 4,353 ",2016
Sea,Dec,NT,Darwin,Cattle,Feeder,Indonesia," 3,811 ",2016
Sea,Dec,NT,Darwin,Cattle,Feeder,Indonesia," 2,020 ",2016
Sea,Dec,NT,Darwin,Cattle,Feeder,Indonesia," 3,577 ",2016
Air,Dec,SA,Adelaide,Sheep,Slaughter,Malaysia, 96 ,2016
Sea,Dec,QLD,Townsville,Cattle,Feeder,Indonesia," 2,639 ",2016
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia, 148 ,2016
Air,Dec,SA,Adelaide,Goats,Slaughter,Malaysia, 76 ,2016
Air,Dec,SA,Adelaide,Sheep,Slaughter,Malaysia, 50 ,2016
Air,Dec,VIC,Melbourne,Cattle,Breeder,Indonesia, 194 ,2016
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia, 156 ,2016
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia, 139 ,2016
Sea,Dec,NT,Darwin,Cattle,Feeder,Indonesia," 2,792 ",2016
Sea,Dec,NT,Darwin,Cattle,Feeder,Indonesia," 2,529 ",2016
Air,Dec,SA,Adelaide,Goats,Slaughter,Malaysia, 58 ,2016
Air,Dec,SA,Adelaide,Sheep,Slaughter,Malaysia, 868 ,2016
Air,Dec,SA,Adelaide,Cattle,Slaughter,Malaysia, 40 ,2016
Air,Dec,SA,Adelaide,Camels,Breeder,Malaysia, 6 ,2016
Air,Dec,VIC,Melbourne,Cattle,Breeder,Malaysia, 3 ,2016
Air,Dec,SA,Adelaide,Sheep,Slaughter,Malaysia, 122 ,2016
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia, 146 ,2016
Sea,Dec,QLD,Townsville,Cattle,Feeder,Indonesia," 1,254 ",2016
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia, 160 ,2016
Sea,Dec,VIC,Geelong,Cattle,Breeder,China," 4,190 ",2016
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2016
Air,Dec,NSW,Sydney,Cattle,Breeder,Vietnam, 30 ,2016
Air,Dec,NSW,Sydney,Cattle,Breeder,Malaysia, 100 ,2016
Air,Dec,NSW,Sydney,Alpacas,Breeder,Vietnam, 7 ,2016
Air,Dec,NSW,Sydney,Sheep,Breeder,Vietnam, 10 ,2016
Air,Dec,SA,Adelaide,Sheep,Slaughter,Malaysia, 90 ,2016
Sea,Dec,QLD,Townsville,Cattle,Feeder,Indonesia," 1,795 ",2016
Sea,Dec,WA,Fremantle,Cattle,Slaughter,Vietnam," 2,635 ",2016
Sea,Dec,WA,Fremantle,Cattle,Productive,Indonesia, 600 ,2016
Sea,Dec,WA,Fremantle,Cattle,Productive,Indonesia, 500 ,2016
Sea,Dec,WA,Fremantle,Cattle,Feeder,Indonesia," 3,864 ",2016
Sea,Dec,WA,Fremantle,Cattle,Feeder,Indonesia," 2,000 ",2016
Sea,Dec,WA,Fremantle,Cattle,Feeder,Indonesia," 1,500 ",2016
Sea,Dec,WA,Fremantle,Cattle,Feeder,Indonesia, 250 ,2016
Air,Dec,SA,Adelaide,Sheep,Slaughter,Malaysia, 100 ,2016
Air,Dec,NSW,Sydney,Deer,Breeder,Malaysia, 80 ,2016
Sea,Dec,VIC,Portland,Cattle,Breeder,Pakistan," 1,046 ",2016
Sea,Dec,VIC,Portland,Cattle,Breeder,Kuwait, 255 ,2016
Sea,Dec,NT,Darwin,Cattle,Feeder,Indonesia," 6,972 ",2016
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia, 98 ,2016
Air,Dec,WA,Perth,Goats,Slaughter,Malaysia, 24 ,2016
Air,Dec,WA,Perth,Goats,Breeder,Malaysia, 39 ,2016
Sea,Dec,QLD,Brisbane,Cattle,Feeder,Japan, 118 ,2016
Air,Dec,VIC,Melbourne,Cattle,Breeder,Thailand, 199 ,2016
Air,Dec,WA,Perth,Goats,Slaughter,Malaysia, 44 ,2016
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia, 114 ,2016
Air,Dec,SA,Adelaide,Sheep,Slaughter,Malaysia, 138 ,2016
Air,Dec,NSW,Sydney,Cattle,Breeder,Bangladesh, 4 ,2016
Sea,Dec,QLD,Brisbane,Cattle,Feeder,Japan, 930 ,2016
Air,Dec,NSW,Sydney,Goats,Slaughter,Malaysia, 542 ,2016
Air,Dec,NSW,Sydney,Sheep,Slaughter,Malaysia, 50 ,2016
Air,Dec,NSW,Sydney,Cattle,Breeder,Malaysia, 60 ,2016
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia, 160 ,2016
Air,Dec,SA,Adelaide,Sheep,Slaughter,Malaysia, 146 ,2016
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia, 154 ,2016
Air,Dec,VIC,Melbourne,Cattle,Breeder,Indonesia, 206 ,2016
Sea,Dec,WA,Geraldton,Cattle,Slaughter,Vietnam," 1,780 ",2016
Sea,Dec,QLD,Townsville,Cattle,Feeder,Indonesia," 1,963 ",2016
Sea,Dec,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 8,000 ",2016
Sea,Dec,WA,Fremantle,Cattle,Slaughter,Kuwait, 50 ,2016
Sea,Dec,WA,Fremantle,Sheep,Slaughter,Qatar," 37,000 ",2016
Sea,Dec,WA,Fremantle,Sheep,Slaughter,Kuwait," 28,789 ",2016
Sea,Dec,WA,Fremantle,Sheep,Slaughter,Kuwait," 5,493 ",2016
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia, 155 ,2016
Sea,Dec,NT,Darwin,Cattle,Feeder,Indonesia," 3,680 ",2016
Sea,Dec,NT,Darwin,Cattle,Productive,Indonesia," 3,826 ",2016
Sea,Dec,QLD,Townsville,Cattle,Feeder,Indonesia," 2,034 ",2016
Sea,Dec,QLD,Townsville,Cattle,Productive,Indonesia, 800 ,2016
Sea,Dec,NT,Darwin,Cattle,Feeder,Indonesia," 2,744 ",2016
Sea,Dec,QLD,Townsville,Cattle,Feeder,Indonesia, 922 ,2016
Sea,Dec,WA,Fremantle,Sheep,Slaughter,Kuwait," 6,000 ",2016
Sea,Dec,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 1,787 ",2016
Sea,Dec,QLD,Townsville,Cattle,Feeder,Indonesia, 900 ,2016
Sea,Dec,WA,Fremantle,Cattle,Breeder,Pakistan," 1,266 ",2016
Sea,Dec,WA,Fremantle,Cattle,Breeder,United Arab Emirates, 124 ,2016
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia, 140 ,2016
Sea,Dec,NT,Darwin,Cattle,Feeder,Indonesia, 900 ,2016
Sea,Dec,NT,Darwin,Cattle,Feeder,Indonesia," 3,205 ",2016
Sea,Dec,NT,Darwin,Cattle,Slaughter,Vietnam," 1,782 ",2016
Air,Dec,SA,Adelaide,Sheep,Slaughter,Malaysia, 146 ,2016
Sea,Dec,WA,Fremantle,Sheep,Slaughter,Malaysia," 2,902 ",2016
Sea,Dec,WA,Fremantle,Cattle,Slaughter,Malaysia," 1,100 ",2016
Sea,Dec,WA,Fremantle,Cattle,Feeder,Indonesia," 4,609 ",2016
Air,Dec,SA,Adelaide,Sheep,Slaughter,Malaysia, 133 ,2016
Air,Dec,WA,Perth,Sheep,Slaughter,Malaysia, 148 ,2016
Sea,Dec,WA,Fremantle,Cattle,Slaughter,Vietnam," 2,991 ",2016
Sea,Dec,SA,Port Adelaide,Cattle,Feeder,Turkey," 1,906 ",2016
Air,Dec,NSW,Sydney,Sheep,Breeder,Argentina, 3 ,2016
Air,Dec,VIC,Melbourne,Sheep,Breeder,New Zealand, 2 ,2016
Sea,Dec,WA,Fremantle,Cattle,Feeder,Turkey," 4,549 ",2016
Sea,Dec,NT,Darwin,Cattle,Slaughter,Vietnam," 2,886 ",2016
Air,Jan,VIC,Melbourne,Cattle,Breeder,Taiwan, 170 ,2017
Sea,Jan,NT,Darwin,Cattle,Slaughter,Vietnam," 1,127 ",2017
Sea,Jan,NT,Darwin,Buffalo,Slaughter,Vietnam, 79 ,2017
Sea,Jan,QLD,Townsville,Cattle,Slaughter,Vietnam," 3,435 ",2017
Sea,Jan,QLD,Townsville,Cattle,Feeder,Indonesia," 1,598 ",2017
Air,Jan,WA,Perth,Sheep,Slaughter,Malaysia, 142 ,2017
Air,Jan,SA,Adelaide,Sheep,Slaughter,Malaysia, 82 ,2017
Air,Jan,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Sea,Jan,QLD,Townsville,Cattle,Feeder,Indonesia," 2,830 ",2017
Air,Jan,WA,Perth,Sheep,Slaughter,Malaysia, 165 ,2017
Air,Jan,VIC,Melbourne,Sheep,Breeder,Japan, 81 ,2017
Air,Jan,VIC,Melbourne,Cattle,Breeder,Taiwan, 181 ,2017
Sea,Jan,QLD,Townsville,Cattle,Slaughter,Vietnam," 2,366 ",2017
Air,Jan,WA,Perth,Sheep,Slaughter,Malaysia, 135 ,2017
Air,Jan,WA,Perth,Goats,Slaughter,Malaysia, 38 ,2017
Air,Jan,WA,Perth,Sheep,Slaughter,Malaysia, 147 ,2017
Sea,Jan,WA,Geraldton,Cattle,Slaughter,Vietnam," 2,023 ",2017
Sea,Jan,QLD,Townsville,Cattle,Feeder,Indonesia," 3,628 ",2017
Air,Jan,WA,Perth,Goats,Slaughter,Malaysia, 153 ,2017
Air,Jan,SA,Adelaide,Sheep,Slaughter,Malaysia, 141 ,2017
Sea,Jan,NT,Darwin,Cattle,Feeder,Indonesia," 3,796 ",2017
Sea,Jan,VIC,Portland,Cattle,Slaughter,Vietnam," 1,787 ",2017
Air,Jan,WA,Perth,Sheep,Slaughter,Malaysia, 154 ,2017
Sea,Jan,NT,Darwin,Cattle,Feeder,Indonesia," 3,694 ",2017
Air,Jan,WA,Perth,Sheep,Slaughter,Malaysia, 165 ,2017
Air,Jan,SA,Adelaide,Sheep,Slaughter,Malaysia, 143 ,2017
Sea,Jan,VIC,Portland,Cattle,Breeder,China," 6,125 ",2017
Air,Jan,WA,Perth,Sheep,Slaughter,Malaysia, 160 ,2017
Air,Jan,VIC,Melbourne,Sheep,Breeder,New Zealand, 2 ,2017
Sea,Jan,WA,Fremantle,Sheep,Slaughter,Kuwait," 15,595 ",2017
Sea,Jan,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 4,000 ",2017
Sea,Jan,WA,Fremantle,Sheep,Slaughter,Qatar," 42,000 ",2017
Sea,Jan,WA,Fremantle,Cattle,Slaughter,Kuwait, 49 ,2017
Sea,Jan,WA,Fremantle,Cattle,Slaughter,Qatar, 150 ,2017
Air,Jan,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Air,Jan,SA,Adelaide,Sheep,Slaughter,Malaysia, 141 ,2017
Air,Jan,WA,Perth,Sheep,Slaughter,Malaysia, 165 ,2017
Sea,Jan,QLD,Townsville,Cattle,Feeder,Philippines," 1,542 ",2017
Air,Jan,NSW,Sydney,Alpacas,Breeder,Indonesia, 9 ,2017
Air,Jan,NSW,Sydney,Cattle,Breeder,Indonesia, 19 ,2017
Air,Jan,NSW,Sydney,Goats,Breeder,Indonesia, 7 ,2017
Air,Jan,NSW,Sydney,Sheep,Breeder,Indonesia, 24 ,2017
Sea,Jan,QLD,Brisbane,Cattle,Feeder,Japan, 150 ,2017
Sea,Jan,QLD,Brisbane,Cattle,Feeder,Japan, 927 ,2017
Air,Jan,WA,Perth,Goats,Slaughter,Malaysia, 101 ,2017
Air,Jan,WA,Perth,Sheep,Slaughter,Malaysia, 54 ,2017
Sea,Jan,QLD,Townsville,Cattle,Slaughter,Vietnam," 1,805 ",2017
Air,Jan,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Air,Jan,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Sea,Jan,QLD,Townsville,Cattle,Feeder,Indonesia," 2,520 ",2017
Sea,Jan,WA,Fremantle,Cattle,Slaughter,Vietnam," 1,574 ",2017
Sea,Jan,WA,Fremantle,Cattle,Feeder,Indonesia," 3,371 ",2017
Air,Jan,NSW,Sydney,Cattle,Breeder,Malaysia, 63 ,2017
Air,Jan,NSW,Sydney,Goats,Breeder,Malaysia, 52 ,2017
Air,Jan,SA,Adelaide,Goats,Slaughter,Malaysia, 114 ,2017
Air,Jan,SA,Adelaide,Sheep,Slaughter,Malaysia, 26 ,2017
Sea,Jan,WA,Fremantle,Cattle,Feeder,Indonesia," 3,640 ",2017
Air,Jan,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Sea,Jan,NT,Darwin,Cattle,Productive,Indonesia, 309 ,2017
Sea,Jan,NT,Darwin,Cattle,Feeder,Indonesia," 3,268 ",2017
Sea,Jan,WA,Geraldton,Cattle,Slaughter,Malaysia, 717 ,2017
Sea,Jan,WA,Geraldton,Cattle,Slaughter,Brunei Darussalam, 739 ,2017
Sea,Jan,QLD,Townsville,Cattle,Feeder,Indonesia," 2,900 ",2017
Sea,Jan,QLD,Townsville,Cattle,Feeder,Indonesia," 8,502 ",2017
Sea,Jan,QLD,Townsville,Cattle,Slaughter,Vietnam," 2,904 ",2017
Air,Jan,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Air,Jan,SA,Adelaide,Sheep,Slaughter,Malaysia, 131 ,2017
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Sea,Feb,VIC,Portland,Cattle,Breeder,Pakistan," 2,415 ",2017
Sea,Feb,WA,Fremantle,Sheep,Slaughter,Qatar," 10,000 ",2017
Sea,Feb,WA,Fremantle,Sheep,Slaughter,Kuwait," 14,741 ",2017
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia, 155 ,2017
Sea,Feb,NT,Darwin,Buffalo,Slaughter,Vietnam, 400 ,2017
Sea,Feb,NT,Darwin,Cattle,Slaughter,Vietnam, 197 ,2017
Sea,Feb,NT,Darwin,Cattle,Feeder,Indonesia," 1,466 ",2017
Sea,Feb,VIC,Portland,Cattle,Slaughter,China," 1,195 ",2017
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia, 78 ,2017
Air,Feb,WA,Perth,Goats,Slaughter,Malaysia, 106 ,2017
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia, 50 ,2017
Air,Feb,WA,Perth,Goats,Slaughter,Malaysia, 85 ,2017
